,Time,Loci1_FL_temp,Loci1_NF_temp,Loci1_FL_Wat,Loci1_NF_Wat,Loci2_FL_temp,Loci2_NF_temp,Loci2_FL_Wat,Loci2_NF_Wat,Day,Rtime
753,"4Evning - 19,22",17.01,19.555,0.089,0.08,33.225,21.3,0.2335,0.09,155,2013-06-03 20:00:00
754,"4Evning - 19,22",12.36,15.655,0.088,0.079,29.32,19.045,0.231,0.0895,155,2013-06-03 21:00:00
755,"4Evning - 19,22",8.61,12.78,0.087,0.078,26.065,17.02,0.2295,0.0905,155,2013-06-03 22:00:00
756,"5Night - 23,2",5.797,10.7,0.087,0.078,23.685,15.435,0.228,0.0905,155,2013-06-03 23:00:00
757,"5Night - 23,2",3.844,9.17,0.087,0.078,21.765,14.065,0.227,0.0895,155,2013-06-04 00:00:00
758,"5Night - 23,2",2.781,8.19,0.087,0.078,20.155,12.87,0.2255,0.0895,155,2013-06-04 01:00:00
759,"5Night - 23,2",2.506,7.683,0.087,0.078,18.8,11.895,0.227,0.0905,155,2013-06-04 02:00:00
760,"6Erly Morn - 3,6",2.219,7.2085,0.087,0.078,17.665,11.085,0.232,0.093,155,2013-06-04 03:00:00
761,"6Erly Morn - 3,6",1.449,6.4585,0.087,0.078,16.725,10.49,0.2415,0.0945,155,2013-06-04 04:00:00
762,"6Erly Morn - 3,6",0.625,5.9085,0.087,0.078,15.905,9.95,0.2535,0.0955,155,2013-06-04 05:00:00
763,"6Erly Morn - 3,6",4.618,8.57,0.087,0.079,15.63,10.145,0.2645,0.0945,155,2013-06-04 06:00:00
764,"1Morning - 7,10",11.67,13.285,0.088,0.08,16.755,12.105,0.269,0.09,155,2013-06-04 07:00:00
765,"1Morning - 7,10",14.43,15.56,0.088,0.081,19.66,15.185,0.2735,0.0865,155,2013-06-04 08:00:00
766,"1Morning - 7,10",16.29,17.895,0.088,0.082,23.9,18.015,0.2725,0.082,155,2013-06-04 09:00:00
767,"1Morning - 7,10",17.54,19.365,0.089,0.084,28.715,21.045,0.2735,0.0785,155,2013-06-04 10:00:00
768,"2Day - 11,14",18.21,19.395,0.09,0.086,33.445,23.43,0.2735,0.074,155,2013-06-04 11:00:00
769,"2Day - 11,14",18.21,20.59,0.09,0.087,37.395,25.085,0.2705,0.071,156,2013-06-04 12:00:00
770,"2Day - 11,14",18.11,21.495,0.09,0.088,40.565,26.5,0.269,0.0675,156,2013-06-04 13:00:00
771,"2Day - 11,14",17.45,21.745,0.089,0.086,42.77,27.31,0.2625,0.0655,156,2013-06-04 14:00:00
772,"3Afternoon - 15,18",17.76,22.315,0.088,0.084,43.935,27.53,0.2525,0.064,156,2013-06-04 15:00:00
773,"3Afternoon - 15,18",18.42,22.78,0.087,0.082,43.935,27.14,0.242,0.0635,156,2013-06-04 16:00:00
774,"3Afternoon - 15,18",18.73,23.63,0.086,0.081,42.645,25.96,0.2335,0.0635,156,2013-06-04 17:00:00
775,"3Afternoon - 15,18",18.58,23.96,0.085,0.08,40,24.065,0.228,0.064,156,2013-06-04 18:00:00
776,"4Evning - 19,22",19.17,22.6,0.084,0.079,36.305,21.93,0.224,0.065,156,2013-06-04 19:00:00
777,"4Evning - 19,22",17.99,20.67,0.083,0.078,32.46,20.145,0.2215,0.0655,156,2013-06-04 20:00:00
778,"4Evning - 19,22",14.7,17.275,0.082,0.078,29.115,18.565,0.2185,0.066,156,2013-06-04 21:00:00
779,"4Evning - 19,22",9.43,13.575,0.082,0.077,26.62,17.26,0.2165,0.066,156,2013-06-04 22:00:00
780,"5Night - 23,2",6.665,11.525,0.082,0.077,24.855,16.43,0.2155,0.067,156,2013-06-04 23:00:00
781,"5Night - 23,2",6.033,10.8,0.082,0.077,23.58,15.85,0.2145,0.068,156,2013-06-05 00:00:00
782,"5Night - 23,2",6.558,10.68,0.082,0.077,22.535,15.345,0.2135,0.068,156,2013-06-05 01:00:00
783,"5Night - 23,2",4.916,9.415,0.082,0.077,21.56,14.815,0.214,0.069,156,2013-06-05 02:00:00
784,"6Erly Morn - 3,6",4.14,8.745,0.082,0.077,20.7,14.365,0.219,0.071,156,2013-06-05 03:00:00
785,"6Erly Morn - 3,6",5.722,9.435,0.082,0.077,19.775,13.88,0.2285,0.072,156,2013-06-05 04:00:00
786,"6Erly Morn - 3,6",6.796,9.955,0.082,0.077,19.055,13.49,0.2395,0.072,156,2013-06-05 05:00:00
787,"6Erly Morn - 3,6",9.21,11.605,0.082,0.077,18.635,13.395,0.251,0.0695,156,2013-06-05 06:00:00
788,"1Morning - 7,10",12.07,13.885,0.083,0.078,18.435,13.41,0.26,0.0655,156,2013-06-05 07:00:00
789,"1Morning - 7,10",13.84,15.61,0.083,0.079,18.715,13.66,0.267,0.0615,156,2013-06-05 08:00:00
790,"1Morning - 7,10",14.21,17.04,0.084,0.081,19.225,14.095,0.2705,0.0565,156,2013-06-05 09:00:00
791,"1Morning - 7,10",15.52,18.76,0.084,0.085,20.405,14.98,0.2685,0.0535,156,2013-06-05 10:00:00
792,"2Day - 11,14",14.21,18.745,0.084,0.084,21.075,15.425,0.2645,0.0505,156,2013-06-05 11:00:00
793,"2Day - 11,14",14.71,19.205,0.084,0.085,22.37,16.355,0.2615,0.049,157,2013-06-05 12:00:00
794,"2Day - 11,14",12.04,18.55,0.084,0.081,23.005,16.83,0.2565,0.048,157,2013-06-05 13:00:00
795,"2Day - 11,14",12.49,19.29,0.084,0.082,23.8,17.295,0.25,0.047,157,2013-06-05 14:00:00
796,"3Afternoon - 15,18",12.25,19.64,0.084,0.08,24.885,18.015,0.2405,0.0465,157,2013-06-05 15:00:00
797,"3Afternoon - 15,18",12.65,20.495,0.082,0.079,26.245,18.85,0.231,0.0465,157,2013-06-05 16:00:00
798,"3Afternoon - 15,18",13.13,21.56,0.082,0.078,26.53,18.79,0.2235,0.0465,157,2013-06-05 17:00:00
799,"3Afternoon - 15,18",13.73,21.125,0.08,0.077,25.01,17.69,0.218,0.0475,157,2013-06-05 18:00:00
800,"4Evning - 19,22",14.58,19.545,0.079,0.076,23.59,16.745,0.2135,0.0485,157,2013-06-05 19:00:00
801,"4Evning - 19,22",13.59,17.625,0.078,0.076,22.42,16.025,0.2105,0.049,157,2013-06-05 20:00:00
802,"4Evning - 19,22",10.67,14.55,0.078,0.075,21.035,15.1,0.2075,0.0495,157,2013-06-05 21:00:00
803,"4Evning - 19,22",6.865,11.74,0.078,0.075,19.71,14.23,0.206,0.0505,157,2013-06-05 22:00:00
804,"5Night - 23,2",5.561,10.55,0.078,0.075,18.76,13.72,0.2045,0.0505,157,2013-06-05 23:00:00
805,"5Night - 23,2",4.391,9.42,0.078,0.075,18.075,13.335,0.203,0.0515,157,2013-06-06 00:00:00
806,"5Night - 23,2",2.693,8.115,0.078,0.074,17.485,12.965,0.2025,0.0525,157,2013-06-06 01:00:00
807,"5Night - 23,2",2.226,7.559,0.078,0.074,16.98,12.655,0.2035,0.0535,157,2013-06-06 02:00:00
808,"6Erly Morn - 3,6",2.429,7.3885,0.078,0.074,16.59,12.46,0.2085,0.0545,157,2013-06-06 03:00:00
809,"6Erly Morn - 3,6",2.418,7.126,0.078,0.074,16.285,12.37,0.217,0.0555,157,2013-06-06 04:00:00
810,"6Erly Morn - 3,6",1.267,6.4095,0.079,0.074,15.99,12.23,0.2275,0.0555,157,2013-06-06 05:00:00
811,"6Erly Morn - 3,6",4.38,8.705,0.079,0.075,15.765,12.115,0.236,0.0535,157,2013-06-06 06:00:00
812,"1Morning - 7,10",10.6,12.99,0.079,0.076,15.895,12.24,0.242,0.051,157,2013-06-06 07:00:00
813,"1Morning - 7,10",14.37,16.145,0.08,0.078,16.415,12.57,0.2455,0.048,157,2013-06-06 08:00:00
814,"1Morning - 7,10",16.5,18.485,0.081,0.08,17.345,13.19,0.246,0.0455,157,2013-06-06 09:00:00
815,"1Morning - 7,10",17.32,19.03,0.081,0.081,19.185,14.485,0.2455,0.044,157,2013-06-06 10:00:00
816,"2Day - 11,14",16.5,19.21,0.082,0.081,23.71,17.79,0.243,0.0425,157,2013-06-06 11:00:00
817,"2Day - 11,14",15.91,19.275,0.082,0.082,32.695,24.045,0.2395,0.0415,158,2013-06-06 12:00:00
818,"2Day - 11,14",16.31,19.195,0.081,0.081,38.305,27.1,0.2335,0.041,158,2013-06-06 13:00:00
819,"2Day - 11,14",15.75,19.9,0.081,0.08,41.22,28.045,0.2265,0.0405,158,2013-06-06 14:00:00
820,"3Afternoon - 15,18",16.22,21.72,0.08,0.079,42.77,28.14,0.2195,0.0405,158,2013-06-06 15:00:00
821,"3Afternoon - 15,18",16.36,23.13,0.079,0.077,42.72,27.39,0.2115,0.0405,158,2013-06-06 16:00:00
822,"3Afternoon - 15,18",16.91,23.255,0.077,0.075,41.49,26.025,0.2075,0.0415,158,2013-06-06 17:00:00
823,"3Afternoon - 15,18",16.44,23.46,0.076,0.074,39.17,24.09,0.204,0.042,158,2013-06-06 18:00:00
824,"4Evning - 19,22",17.45,22.09,0.075,0.073,36.005,22.05,0.202,0.0425,158,2013-06-06 19:00:00
825,"4Evning - 19,22",16.8,20.31,0.074,0.073,32.215,19.86,0.2005,0.0435,158,2013-06-06 20:00:00
826,"4Evning - 19,22",12.59,16.395,0.074,0.072,28.325,17.835,0.199,0.044,158,2013-06-06 21:00:00
827,"4Evning - 19,22",8.11,13.155,0.074,0.072,25.155,16.045,0.1975,0.0445,158,2013-06-06 22:00:00
828,"5Night - 23,2",6.294,11.61,0.074,0.072,22.865,14.63,0.196,0.0445,158,2013-06-06 23:00:00
829,"5Night - 23,2",4.863,10.385,0.074,0.072,21.13,13.515,0.195,0.0455,158,2013-06-07 00:00:00
830,"5Night - 23,2",4.51,9.805,0.074,0.072,19.665,12.55,0.1945,0.0465,158,2013-06-07 01:00:00
831,"5Night - 23,2",3.725,8.965,0.074,0.072,18.485,11.84,0.194,0.047,158,2013-06-07 02:00:00
832,"6Erly Morn - 3,6",2.632,8.011,0.074,0.072,17.485,11.22,0.1945,0.0485,158,2013-06-07 03:00:00
833,"6Erly Morn - 3,6",1.494,7.0605,0.074,0.072,16.59,10.645,0.1955,0.0495,158,2013-06-07 04:00:00
834,"6Erly Morn - 3,6",0.92,6.6505,0.075,0.072,15.825,10.175,0.197,0.05,158,2013-06-07 05:00:00
835,"6Erly Morn - 3,6",5.419,9.625,0.075,0.072,15.675,10.44,0.1995,0.05,158,2013-06-07 06:00:00
836,"1Morning - 7,10",12.01,14.115,0.076,0.074,16.905,12.385,0.201,0.05,158,2013-06-07 07:00:00
837,"1Morning - 7,10",16.69,17.685,0.076,0.076,19.72,15.21,0.203,0.0495,158,2013-06-07 08:00:00
838,"1Morning - 7,10",18.67,19.705,0.076,0.079,24.04,18.38,0.204,0.049,158,2013-06-07 09:00:00
839,"1Morning - 7,10",20.27,20.335,0.077,0.081,28.55,21.305,0.205,0.048,158,2013-06-07 10:00:00
840,"2Day - 11,14",19.72,21.19,0.077,0.082,33.295,24.045,0.2065,0.0475,158,2013-06-07 11:00:00
841,"2Day - 11,14",18.72,22.1,0.077,0.081,37.53,26.23,0.208,0.0465,159,2013-06-07 12:00:00
842,"2Day - 11,14",18.18,22.815,0.076,0.079,40.99,27.655,0.2045,0.0455,159,2013-06-07 13:00:00
843,"2Day - 11,14",17.9,23.635,0.076,0.078,43.26,28.37,0.2015,0.0445,159,2013-06-07 14:00:00
844,"3Afternoon - 15,18",18.88,24.425,0.074,0.076,44.385,28.385,0.1995,0.0445,159,2013-06-07 15:00:00
845,"3Afternoon - 15,18",19.55,24.39,0.074,0.075,44.23,27.62,0.197,0.0445,159,2013-06-07 16:00:00
846,"3Afternoon - 15,18",20.2,24.315,0.073,0.074,42.88,26.115,0.1945,0.0445,159,2013-06-07 17:00:00
847,"3Afternoon - 15,18",20.45,24.995,0.072,0.073,40.25,24.25,0.193,0.045,159,2013-06-07 18:00:00
848,"4Evning - 19,22",21.17,24.18,0.071,0.072,37.01,22.275,0.192,0.045,159,2013-06-07 19:00:00
849,"4Evning - 19,22",20.22,22.525,0.07,0.072,33.125,20.13,0.1915,0.045,159,2013-06-07 20:00:00
850,"4Evning - 19,22",16.32,18.8,0.07,0.071,29.225,18.03,0.19,0.045,159,2013-06-07 21:00:00
851,"4Evning - 19,22",11.09,15.09,0.07,0.071,26.075,16.28,0.1895,0.046,159,2013-06-07 22:00:00
852,"5Night - 23,2",8.11,12.865,0.07,0.071,23.84,14.865,0.189,0.046,159,2013-06-07 23:00:00
853,"5Night - 23,2",7.284,11.945,0.07,0.07,22.1,13.8,0.1885,0.046,159,2013-06-08 00:00:00
854,"5Night - 23,2",6.25,10.965,0.071,0.07,20.675,12.925,0.1885,0.0465,159,2013-06-08 01:00:00
855,"5Night - 23,2",5.481,10.18,0.07,0.07,19.505,12.225,0.1885,0.047,159,2013-06-08 02:00:00
856,"6Erly Morn - 3,6",4.318,9.265,0.071,0.07,18.445,11.635,0.1895,0.047,159,2013-06-08 03:00:00
857,"6Erly Morn - 3,6",3.795,8.705,0.071,0.07,17.535,11.08,0.191,0.047,159,2013-06-08 04:00:00
858,"6Erly Morn - 3,6",3.759,8.63,0.071,0.07,16.765,10.635,0.1935,0.0475,159,2013-06-08 05:00:00
859,"6Erly Morn - 3,6",8.19,11.49,0.071,0.071,16.6,10.91,0.1995,0.0475,159,2013-06-08 06:00:00
860,"1Morning - 7,10",12.73,14.82,0.072,0.072,17.79,12.875,0.2105,0.0475,159,2013-06-08 07:00:00
861,"1Morning - 7,10",16.27,17.895,0.072,0.073,20.765,15.875,0.2225,0.045,159,2013-06-08 08:00:00
862,"1Morning - 7,10",19.06,20.09,0.073,0.075,22.855,16.9,0.224,0.042,159,2013-06-08 09:00:00
863,"1Morning - 7,10",19.29,20.32,0.073,0.076,23.095,16.51,0.2245,0.04,159,2013-06-08 10:00:00
864,"2Day - 11,14",19.37,21.755,0.073,0.077,23.76,16.85,0.222,0.038,159,2013-06-08 11:00:00
865,"2Day - 11,14",18.18,22.49,0.073,0.077,24.315,17.2,0.2185,0.037,160,2013-06-08 12:00:00
866,"2Day - 11,14",16.71,22.405,0.073,0.076,26.41,18.63,0.2135,0.037,160,2013-06-08 13:00:00
867,"2Day - 11,14",18.64,22.1,0.072,0.076,27.535,19.16,0.2075,0.036,160,2013-06-08 14:00:00
868,"3Afternoon - 15,18",17.2,21.24,0.07,0.074,28.495,19.72,0.2,0.036,160,2013-06-08 15:00:00
869,"3Afternoon - 15,18",17.17,21.335,0.07,0.074,29.085,19.905,0.1925,0.036,160,2013-06-08 16:00:00
870,"3Afternoon - 15,18",18.57,22.41,0.069,0.073,27.21,18.715,0.187,0.036,160,2013-06-08 17:00:00
871,"3Afternoon - 15,18",18.25,23.085,0.068,0.072,26.02,17.96,0.183,0.0365,160,2013-06-08 18:00:00
872,"4Evning - 19,22",18.78,22.64,0.068,0.073,24.575,17.095,0.18,0.0375,160,2013-06-08 19:00:00
873,"4Evning - 19,22",17.67,21.065,0.068,0.072,23.135,16.17,0.1785,0.0375,160,2013-06-08 20:00:00
874,"4Evning - 19,22",13.17,17.17,0.067,0.072,21.605,15.2,0.1765,0.0385,160,2013-06-08 21:00:00
875,"4Evning - 19,22",8.44,13.685,0.067,0.071,20.27,14.405,0.1755,0.0385,160,2013-06-08 22:00:00
876,"5Night - 23,2",6.205,11.885,0.067,0.071,19.35,13.945,0.1745,0.0395,160,2013-06-08 23:00:00
877,"5Night - 23,2",6.158,11.355,0.067,0.07,18.605,13.5,0.1735,0.04,160,2013-06-09 00:00:00
878,"5Night - 23,2",4.535,9.97,0.068,0.07,18.035,13.205,0.173,0.0405,160,2013-06-09 01:00:00
879,"5Night - 23,2",2.628,8.505,0.068,0.07,17.495,12.88,0.1745,0.042,160,2013-06-09 02:00:00
880,"6Erly Morn - 3,6",0.884,7.1735,0.068,0.07,17.07,12.675,0.177,0.043,160,2013-06-09 03:00:00
881,"6Erly Morn - 3,6",-0.502,6.1105,0.068,0.07,16.74,12.55,0.1835,0.0445,160,2013-06-09 04:00:00
882,"6Erly Morn - 3,6",-1.124,5.6485,0.068,0.07,16.41,12.38,0.1905,0.0445,160,2013-06-09 05:00:00
883,"6Erly Morn - 3,6",3.372,8.695,0.069,0.07,16.16,12.21,0.1965,0.043,160,2013-06-09 06:00:00
884,"1Morning - 7,10",9.78,13.015,0.069,0.071,16.24,12.28,0.2005,0.041,160,2013-06-09 07:00:00
885,"1Morning - 7,10",13.44,16.1,0.07,0.073,17.475,13.3,0.2035,0.039,160,2013-06-09 08:00:00
886,"1Morning - 7,10",12.93,17.065,0.07,0.074,20.26,15.5,0.2045,0.0375,160,2013-06-09 09:00:00
887,"1Morning - 7,10",14.49,17.955,0.07,0.075,22.825,17.25,0.204,0.0355,160,2013-06-09 10:00:00
888,"2Day - 11,14",16.05,19.62,0.071,0.075,24.87,18.545,0.203,0.0345,160,2013-06-09 11:00:00
889,"2Day - 11,14",15.12,20.645,0.071,0.073,27.815,20.25,0.201,0.0345,161,2013-06-09 12:00:00
890,"2Day - 11,14",14.69,20.94,0.07,0.072,31.125,22.31,0.1965,0.0335,161,2013-06-09 13:00:00
891,"2Day - 11,14",14.8,21.395,0.069,0.07,35.115,24.67,0.1905,0.0335,161,2013-06-09 14:00:00
892,"3Afternoon - 15,18",15.6,23.235,0.068,0.068,34.725,23.74,0.184,0.0335,161,2013-06-09 15:00:00
893,"3Afternoon - 15,18",17.74,22.98,0.067,0.066,33.075,22.435,0.1775,0.0335,161,2013-06-09 16:00:00
894,"3Afternoon - 15,18",16.85,22.865,0.066,0.065,31.605,21.34,0.1725,0.034,161,2013-06-09 17:00:00
895,"3Afternoon - 15,18",17.85,23.38,0.066,0.064,30.03,20.17,0.169,0.034,161,2013-06-09 18:00:00
896,"4Evning - 19,22",17.56,21.775,0.065,0.064,28.46,19.015,0.167,0.0345,161,2013-06-09 19:00:00
897,"4Evning - 19,22",16.1,19.885,0.065,0.064,26.6,17.945,0.1655,0.035,161,2013-06-09 20:00:00
898,"4Evning - 19,22",11.6,16.05,0.065,0.065,24.33,16.61,0.164,0.0355,161,2013-06-09 21:00:00
899,"4Evning - 19,22",6.865,12.705,0.065,0.065,22.46,15.645,0.163,0.036,161,2013-06-09 22:00:00
900,"5Night - 23,2",4.78,11.015,0.065,0.065,21.08,14.875,0.1625,0.037,161,2013-06-09 23:00:00
901,"5Night - 23,2",3.047,9.57,0.065,0.065,20.115,14.4,0.1615,0.037,161,2013-06-10 00:00:00
902,"5Night - 23,2",1.942,8.58,0.065,0.065,19.395,14.065,0.161,0.038,161,2013-06-10 01:00:00
903,"5Night - 23,2",1.315,7.8695,0.065,0.065,18.74,13.655,0.1625,0.0395,161,2013-06-10 02:00:00
904,"6Erly Morn - 3,6",0.944,7.3515,0.066,0.065,18.185,13.4,0.1665,0.0405,161,2013-06-10 03:00:00
905,"6Erly Morn - 3,6",0.738,6.951,0.066,0.065,17.72,13.175,0.171,0.0415,161,2013-06-10 04:00:00
906,"6Erly Morn - 3,6",0.775,6.901,0.066,0.065,17.285,12.93,0.172,0.041,161,2013-06-10 05:00:00
907,"6Erly Morn - 3,6",5.075,9.86,0.067,0.065,17.035,12.855,0.1735,0.0405,161,2013-06-10 06:00:00
908,"1Morning - 7,10",10.69,13.715,0.067,0.067,17.075,12.98,0.1735,0.04,161,2013-06-10 07:00:00
909,"1Morning - 7,10",11.49,15.325,0.067,0.067,17.49,13.4,0.175,0.04,161,2013-06-10 08:00:00
910,"1Morning - 7,10",13.64,17.56,0.068,0.068,18.6,14.35,0.1775,0.0395,161,2013-06-10 09:00:00
911,"1Morning - 7,10",14.5,18.595,0.068,0.069,19.67,15.16,0.1775,0.0385,161,2013-06-10 10:00:00
912,"2Day - 11,14",13.78,18.9,0.069,0.068,21.315,16.31,0.178,0.0385,161,2013-06-10 11:00:00
913,"2Day - 11,14",11.04,17.79,0.073,0.066,23.01,17.33,0.175,0.037,162,2013-06-10 12:00:00
914,"2Day - 11,14",9.11,17.855,0.073,0.064,24.84,18.53,0.173,0.037,162,2013-06-10 13:00:00
915,"2Day - 11,14",9.87,18.905,0.072,0.062,26.21,19.38,0.1705,0.037,162,2013-06-10 14:00:00
916,"3Afternoon - 15,18",12.07,20.565,0.072,0.061,28.355,20.62,0.169,0.037,162,2013-06-10 15:00:00
917,"3Afternoon - 15,18",16.25,21.51,0.071,0.06,28.125,20.26,0.1665,0.037,162,2013-06-10 16:00:00
918,"3Afternoon - 15,18",15.84,21.81,0.07,0.057,27.855,19.945,0.1645,0.037,162,2013-06-10 17:00:00
919,"3Afternoon - 15,18",16.26,21.96,0.069,0.055,26.655,19.225,0.163,0.037,162,2013-06-10 18:00:00
920,"4Evning - 19,22",14.47,19.75,0.069,0.055,25.375,18.415,0.1625,0.0375,162,2013-06-10 19:00:00
921,"4Evning - 19,22",12.97,18.14,0.068,0.055,23.965,17.415,0.1615,0.038,162,2013-06-10 20:00:00
922,"4Evning - 19,22",11.5,16.41,0.068,0.055,22.18,16.28,0.1615,0.038,162,2013-06-10 21:00:00
923,"4Evning - 19,22",8.43,13.685,0.068,0.056,20.3,15.005,0.161,0.038,162,2013-06-10 22:00:00
924,"5Night - 23,2",4.819,11.165,0.068,0.056,19.225,14.345,0.161,0.039,162,2013-06-10 23:00:00
925,"5Night - 23,2",5.203,11.325,0.068,0.057,18.19,13.64,0.1605,0.039,162,2013-06-11 00:00:00
926,"5Night - 23,2",7.711,12.405,0.069,0.057,16.57,12.135,0.1605,0.039,162,2013-06-11 01:00:00
927,"5Night - 23,2",6.575,11.525,0.07,0.058,15.49,11.14,0.1605,0.039,162,2013-06-11 02:00:00
928,"6Erly Morn - 3,6",6.317,11.13,0.072,0.062,14.705,10.46,0.1615,0.04,162,2013-06-11 03:00:00
929,"6Erly Morn - 3,6",6.686,11.11,0.076,0.067,14.685,10.715,0.1645,0.041,162,2013-06-11 04:00:00
930,"6Erly Morn - 3,6",7.365,11.29,0.084,0.075,14.59,10.795,0.1695,0.041,162,2013-06-11 05:00:00
931,"6Erly Morn - 3,6",8.03,11.745,0.09,0.078,14.995,11.28,0.1715,0.0405,162,2013-06-11 06:00:00
932,"1Morning - 7,10",8.83,12.38,0.096,0.079,16.025,12.06,0.175,0.0395,162,2013-06-11 07:00:00
933,"1Morning - 7,10",11.16,14.375,0.103,0.081,18.6,13.835,0.1795,0.0395,162,2013-06-11 08:00:00
934,"1Morning - 7,10",12.95,15.615,0.104,0.08,21.185,15.41,0.182,0.0385,162,2013-06-11 09:00:00
935,"1Morning - 7,10",13.44,16.68,0.102,0.078,23.875,17.235,0.1835,0.0365,162,2013-06-11 10:00:00
936,"2Day - 11,14",14.96,17.925,0.1,0.077,25.72,18.285,0.1785,0.035,162,2013-06-11 11:00:00
937,"2Day - 11,14",15.86,19.295,0.098,0.076,26.52,18.845,0.176,0.0345,163,2013-06-11 12:00:00
938,"2Day - 11,14",17.25,20.205,0.096,0.075,29.315,20.89,0.173,0.0345,163,2013-06-11 13:00:00
939,"2Day - 11,14",16.9,19.94,0.094,0.072,33.415,23.235,0.17,0.0345,163,2013-06-11 14:00:00
940,"3Afternoon - 15,18",16.93,20.64,0.093,0.071,31.8,22.265,0.1675,0.0345,163,2013-06-11 15:00:00
941,"3Afternoon - 15,18",17,21.055,0.092,0.07,21.855,21.535,0.1645,0.0345,163,2013-06-11 16:00:00
942,"3Afternoon - 15,18",16.59,20.535,0.091,0.069,22.91,23.17,0.161,0.034,163,2013-06-11 17:00:00
943,"3Afternoon - 15,18",15.56,19.525,0.09,0.067,21.685,22.145,0.16,0.0345,163,2013-06-11 18:00:00
944,"4Evning - 19,22",14.99,18.135,0.089,0.066,21.385,21.9,0.1585,0.035,163,2013-06-11 19:00:00
945,"4Evning - 19,22",13.21,16.34,0.088,0.065,20.255,21.155,0.158,0.0355,163,2013-06-11 20:00:00
946,"4Evning - 19,22",11.85,15.23,0.087,0.065,18.82,19.53,0.158,0.036,163,2013-06-11 21:00:00
947,"4Evning - 19,22",11.57,14.725,0.087,0.066,17.615,17.895,0.157,0.036,163,2013-06-11 22:00:00
948,"5Night - 23,2",12.56,14.87,0.087,0.066,16.54,16.235,0.157,0.036,163,2013-06-11 23:00:00
949,"5Night - 23,2",13.31,15.05,0.086,0.066,16.03,15.465,0.157,0.037,163,2013-06-12 00:00:00
950,"5Night - 23,2",13.48,15.085,0.086,0.066,15.405,14.745,0.1565,0.037,163,2013-06-12 01:00:00
951,"5Night - 23,2",13.03,14.815,0.086,0.066,15.065,14.385,0.157,0.037,163,2013-06-12 02:00:00
952,"6Erly Morn - 3,6",13.23,14.895,0.086,0.066,15,14.625,0.157,0.038,163,2013-06-12 03:00:00
953,"6Erly Morn - 3,6",13.48,14.965,0.086,0.066,14.775,14.46,0.158,0.038,163,2013-06-12 04:00:00
954,"6Erly Morn - 3,6",13.51,14.97,0.085,0.066,14.57,14.23,0.1605,0.039,163,2013-06-12 05:00:00
955,"6Erly Morn - 3,6",13.54,15.095,0.085,0.067,14.615,14.36,0.162,0.039,163,2013-06-12 06:00:00
956,"1Morning - 7,10",13.39,14.99,0.085,0.067,15.02,14.865,0.165,0.039,163,2013-06-12 07:00:00
957,"1Morning - 7,10",12.49,14.715,0.086,0.067,16.005,16.19,0.167,0.038,163,2013-06-12 08:00:00
958,"1Morning - 7,10",13.21,15.37,0.086,0.068,17.68,17.94,0.169,0.038,163,2013-06-12 09:00:00
959,"1Morning - 7,10",13.61,15.72,0.085,0.068,19.825,20.03,0.1695,0.037,163,2013-06-12 10:00:00
960,"2Day - 11,14",14.46,17.18,0.086,0.067,21.57,20.935,0.1705,0.0365,163,2013-06-12 11:00:00
961,"2Day - 11,14",14.82,17.705,0.086,0.068,23.515,22.615,0.169,0.036,164,2013-06-12 12:00:00
962,"2Day - 11,14",15.25,18.5,0.086,0.067,24.02,22.65,0.1675,0.036,164,2013-06-12 13:00:00
963,"2Day - 11,14",15.33,17.875,0.086,0.066,25.055,23.21,0.1655,0.035,164,2013-06-12 14:00:00
964,"3Afternoon - 15,18",11.95,15.73,0.086,0.067,25.88,23.98,0.163,0.035,164,2013-06-12 15:00:00
965,"3Afternoon - 15,18",11.69,15.625,0.089,0.074,25.62,24.215,0.161,0.035,164,2013-06-12 16:00:00
966,"3Afternoon - 15,18",14.12,16.92,0.089,0.074,23.355,22.33,0.159,0.035,164,2013-06-12 17:00:00
967,"3Afternoon - 15,18",15.48,17.665,0.089,0.073,20.62,19.22,0.157,0.035,164,2013-06-12 18:00:00
968,"4Evning - 19,22",15.31,16.97,0.088,0.072,18.595,17.27,0.156,0.036,164,2013-06-12 19:00:00
969,"4Evning - 19,22",14.28,16.075,0.088,0.072,17.91,16.975,0.1545,0.0355,164,2013-06-12 20:00:00
970,"4Evning - 19,22",13.33,15.2,0.088,0.072,17.475,17.29,0.1535,0.0355,164,2013-06-12 21:00:00
971,"4Evning - 19,22",12.81,14.61,0.088,0.072,16.915,17,0.152,0.0355,164,2013-06-12 22:00:00
972,"5Night - 23,2",12.2,14.005,0.088,0.072,16.36,16.39,0.152,0.0365,164,2013-06-12 23:00:00
973,"5Night - 23,2",12.09,13.76,0.088,0.072,15.95,16.07,0.1525,0.037,164,2013-06-13 00:00:00
974,"5Night - 23,2",11.67,13.415,0.087,0.072,15.335,15.635,0.1535,0.038,164,2013-06-13 01:00:00
975,"5Night - 23,2",11.25,13.125,0.088,0.072,14.895,15.33,0.1545,0.0385,164,2013-06-13 02:00:00
976,"6Erly Morn - 3,6",11.49,13.245,0.088,0.073,14.565,15.035,0.157,0.039,164,2013-06-13 03:00:00
977,"6Erly Morn - 3,6",11.29,13.145,0.089,0.074,14.045,14.595,0.16,0.039,164,2013-06-13 04:00:00
