,Time,Loci1_FL_temp,Loci1_NF_temp,Loci1_FL_Wat,Loci1_NF_Wat,Loci2_FL_temp,Loci2_NF_temp,Loci2_FL_Wat,Loci2_NF_Wat,Day,Rtime
1658,"2Day - 11,14",11.19,24.255,0.079,0.03,30.765,23.41,0.086,0.047,193,2013-07-11 13:00:00
1659,"2Day - 11,14",13.74,23.915,0.078,0.028,31.87,24.675,0.084,0.0465,193,2013-07-11 14:00:00
1660,"3Afternoon - 15,18",13.36,21.005,0.076,0.028,32.76,25.915,0.0825,0.0465,193,2013-07-11 15:00:00
1661,"3Afternoon - 15,18",15.97,20.22,0.076,0.028,32.035,26.33,0.0815,0.047,193,2013-07-11 16:00:00
1662,"3Afternoon - 15,18",18.08,22.645,0.075,0.027,29.87,25.745,0.081,0.0465,193,2013-07-11 17:00:00
1663,"3Afternoon - 15,18",20.96,23.955,0.074,0.027,26.19,24.215,0.081,0.0475,193,2013-07-11 18:00:00
1664,"4Evning - 19,22",23.17,24.27,0.073,0.027,23.715,21.95,0.0805,0.048,193,2013-07-11 19:00:00
1665,"4Evning - 19,22",23.15,22.91,0.073,0.028,20.74,19.195,0.081,0.048,193,2013-07-11 20:00:00
1666,"4Evning - 19,22",20.38,19.415,0.072,0.029,19.04,17.195,0.0815,0.0485,193,2013-07-11 21:00:00
1667,"4Evning - 19,22",15.88,16.19,0.072,0.03,17.95,16.145,0.082,0.049,193,2013-07-11 22:00:00
1668,"5Night - 23,2",13.51,14.315,0.072,0.031,16.765,15.175,0.082,0.0495,193,2013-07-11 23:00:00
1669,"5Night - 23,2",11.82,13.04,0.073,0.032,14.97,13.435,0.0825,0.05,193,2013-07-12 00:00:00
1670,"5Night - 23,2",10.62,12.12,0.073,0.033,13.645,11.255,0.0835,0.0505,193,2013-07-12 01:00:00
1671,"5Night - 23,2",10.09,11.525,0.073,0.033,14.11,10.795,0.0845,0.0515,193,2013-07-12 02:00:00
1672,"6Erly Morn - 3,6",9.94,11.125,0.073,0.034,14.93,12.005,0.0845,0.0525,193,2013-07-12 03:00:00
1673,"6Erly Morn - 3,6",9.74,10.71,0.073,0.035,15.23,13.115,0.085,0.0525,193,2013-07-12 04:00:00
1674,"6Erly Morn - 3,6",8.77,10.37,0.073,0.035,15.33,13.65,0.085,0.0525,193,2013-07-12 05:00:00
1675,"6Erly Morn - 3,6",6.998,11.185,0.074,0.036,15.73,14.07,0.0855,0.053,193,2013-07-12 06:00:00
1676,"1Morning - 7,10",6,14.58,0.074,0.037,16.5,14.76,0.086,0.053,193,2013-07-12 07:00:00
1677,"1Morning - 7,10",7.987,19.05,0.075,0.037,17.495,15.62,0.086,0.0535,193,2013-07-12 08:00:00
1678,"1Morning - 7,10",11.26,21.44,0.076,0.036,18.84,16.725,0.0855,0.0535,193,2013-07-12 09:00:00
1679,"1Morning - 7,10",12.23,21.91,0.077,0.034,22.13,18.515,0.085,0.052,193,2013-07-12 10:00:00
1680,"2Day - 11,14",12.84,21.14,0.077,0.032,27.385,21.97,0.084,0.052,193,2013-07-12 11:00:00
1681,"2Day - 11,14",12.84,22.32,0.076,0.03,30.82,24.58,0.084,0.052,194,2013-07-12 12:00:00
1682,"2Day - 11,14",13.99,22.705,0.076,0.029,34.51,26.915,0.084,0.0515,194,2013-07-12 13:00:00
1683,"2Day - 11,14",14.93,22.67,0.075,0.028,36.405,29.03,0.0835,0.051,194,2013-07-12 14:00:00
1684,"3Afternoon - 15,18",17.31,22.475,0.074,0.027,36.905,31.245,0.0825,0.0505,194,2013-07-12 15:00:00
1685,"3Afternoon - 15,18",19.53,21.435,0.073,0.027,36.77,32.115,0.082,0.0505,194,2013-07-12 16:00:00
1686,"3Afternoon - 15,18",19.71,22.605,0.072,0.027,35.11,32.745,0.0815,0.05,194,2013-07-12 17:00:00
1687,"3Afternoon - 15,18",22.66,24.285,0.071,0.027,33.61,32.32,0.0815,0.0505,194,2013-07-12 18:00:00
1688,"4Evning - 19,22",23.74,23.965,0.071,0.027,30.72,31.23,0.082,0.05,194,2013-07-12 19:00:00
1689,"4Evning - 19,22",21.12,21.465,0.07,0.027,27.585,27.83,0.0815,0.0505,194,2013-07-12 20:00:00
1690,"4Evning - 19,22",19.37,18.74,0.07,0.028,24.6,25.24,0.083,0.051,194,2013-07-12 21:00:00
1691,"4Evning - 19,22",14.99,16.105,0.07,0.029,22.28,22.25,0.083,0.052,194,2013-07-12 22:00:00
1692,"5Night - 23,2",13.08,14.54,0.07,0.03,20.955,20.265,0.0835,0.052,194,2013-07-12 23:00:00
1693,"5Night - 23,2",12.14,13.48,0.07,0.031,19.255,18.475,0.084,0.052,194,2013-07-13 00:00:00
1694,"5Night - 23,2",10.82,12.57,0.071,0.032,18.025,16.76,0.0845,0.0525,194,2013-07-13 01:00:00
1695,"5Night - 23,2",9.82,11.795,0.071,0.033,18.115,16.01,0.0845,0.053,194,2013-07-13 02:00:00
1696,"6Erly Morn - 3,6",9.07,11.09,0.071,0.033,17.975,17,0.0855,0.054,194,2013-07-13 03:00:00
1697,"6Erly Morn - 3,6",8.85,10.835,0.071,0.034,17.685,16.99,0.086,0.0545,194,2013-07-13 04:00:00
1698,"6Erly Morn - 3,6",7.841,10.5,0.072,0.035,16.73,16.37,0.0865,0.055,194,2013-07-13 05:00:00
1699,"6Erly Morn - 3,6",6.254,12.04,0.072,0.035,17.04,15.79,0.0865,0.0545,194,2013-07-13 06:00:00
1700,"1Morning - 7,10",7.383,16.12,0.072,0.036,19.11,17.27,0.087,0.054,194,2013-07-13 07:00:00
1701,"1Morning - 7,10",10.58,20.35,0.074,0.036,22.765,20.29,0.0855,0.052,194,2013-07-13 08:00:00
1702,"1Morning - 7,10",15.39,21.61,0.074,0.035,26.91,24.035,0.0845,0.0505,194,2013-07-13 09:00:00
1703,"1Morning - 7,10",18.83,21.09,0.075,0.033,30.41,27.09,0.0825,0.049,194,2013-07-13 10:00:00
1704,"2Day - 11,14",19.36,22.265,0.074,0.031,32.7,28.895,0.081,0.0475,194,2013-07-13 11:00:00
1705,"2Day - 11,14",17.64,22.14,0.074,0.029,35.715,30.3,0.08,0.047,195,2013-07-13 12:00:00
1706,"2Day - 11,14",16.56,22.385,0.073,0.028,38.225,31.725,0.0785,0.0465,195,2013-07-13 13:00:00
1707,"2Day - 11,14",16.31,22.38,0.072,0.028,35.995,32.28,0.0775,0.0465,195,2013-07-13 14:00:00
1708,"3Afternoon - 15,18",16.7,22.255,0.071,0.027,37.32,32.995,0.0765,0.046,195,2013-07-13 15:00:00
1709,"3Afternoon - 15,18",19.84,21.63,0.07,0.027,37.81,34.43,0.076,0.0455,195,2013-07-13 16:00:00
1710,"3Afternoon - 15,18",25.02,22.84,0.07,0.026,32.085,32.005,0.0755,0.046,195,2013-07-13 17:00:00
1711,"3Afternoon - 15,18",23.16,24.905,0.069,0.026,27.19,27.545,0.076,0.047,195,2013-07-13 18:00:00
1712,"4Evning - 19,22",20.74,24.45,0.068,0.026,27.02,25.37,0.076,0.047,195,2013-07-13 19:00:00
1713,"4Evning - 19,22",21.08,22.44,0.068,0.026,25.275,24.96,0.0765,0.047,195,2013-07-13 20:00:00
1714,"4Evning - 19,22",19.36,19.6,0.068,0.025,22.715,23.48,0.077,0.0475,195,2013-07-13 21:00:00
1715,"4Evning - 19,22",16.75,17.185,0.068,0.026,20.01,19.955,0.078,0.0485,195,2013-07-13 22:00:00
1716,"5Night - 23,2",15.1,15.965,0.068,0.028,18.575,17.585,0.078,0.0495,195,2013-07-13 23:00:00
1717,"5Night - 23,2",14.21,15.195,0.068,0.029,18.295,16.775,0.079,0.0495,195,2013-07-14 00:00:00
1718,"5Night - 23,2",12.89,14.595,0.068,0.029,18.085,16.415,0.079,0.0505,195,2013-07-14 01:00:00
1719,"5Night - 23,2",12.06,14.12,0.069,0.03,17.915,16.385,0.0795,0.0505,195,2013-07-14 02:00:00
1720,"6Erly Morn - 3,6",11.91,13.8,0.069,0.031,17.69,16.25,0.08,0.0515,195,2013-07-14 03:00:00
1721,"6Erly Morn - 3,6",11.71,13.475,0.07,0.032,17.72,16.335,0.081,0.052,195,2013-07-14 04:00:00
1722,"6Erly Morn - 3,6",11.13,13.285,0.07,0.032,17.555,16.36,0.081,0.0525,195,2013-07-14 05:00:00
1723,"6Erly Morn - 3,6",10.39,14.015,0.07,0.032,17.57,16.37,0.0825,0.0535,195,2013-07-14 06:00:00
1724,"1Morning - 7,10",8.9,16.455,0.07,0.033,17.745,16.46,0.082,0.052,195,2013-07-14 07:00:00
1725,"1Morning - 7,10",11.95,20.175,0.071,0.033,18.47,16.855,0.081,0.0505,195,2013-07-14 08:00:00
1726,"1Morning - 7,10",14.9,21.71,0.072,0.032,19.49,17.605,0.0795,0.049,195,2013-07-14 09:00:00
1727,"1Morning - 7,10",12.98,20.91,0.072,0.031,20.785,18.685,0.0775,0.0475,195,2013-07-14 10:00:00
1728,"2Day - 11,14",15.92,20.255,0.072,0.029,21.745,19.635,0.0765,0.0465,195,2013-07-14 11:00:00
1729,"2Day - 11,14",14.13,20.465,0.072,0.027,23.055,20.665,0.0755,0.046,196,2013-07-14 12:00:00
1730,"2Day - 11,14",13.68,22.445,0.071,0.026,24.255,21.65,0.0745,0.0455,196,2013-07-14 13:00:00
1731,"2Day - 11,14",15.38,23.23,0.07,0.025,28.895,23.69,0.0735,0.046,196,2013-07-14 14:00:00
1732,"3Afternoon - 15,18",16.47,22.16,0.07,0.025,33.315,27.46,0.0725,0.0455,196,2013-07-14 15:00:00
1733,"3Afternoon - 15,18",18.8,22.23,0.069,0.024,32.395,28.96,0.0725,0.0455,196,2013-07-14 16:00:00
1734,"3Afternoon - 15,18",22.03,22.685,0.068,0.024,32.575,30.08,0.072,0.046,196,2013-07-14 17:00:00
1735,"3Afternoon - 15,18",21.13,23.645,0.067,0.024,30.085,29.035,0.0725,0.0465,196,2013-07-14 18:00:00
1736,"4Evning - 19,22",20.2,23.33,0.067,0.024,28.12,27.96,0.073,0.0465,196,2013-07-14 19:00:00
1737,"4Evning - 19,22",19.16,21.395,0.066,0.025,25.075,25.93,0.073,0.0475,196,2013-07-14 20:00:00
1738,"4Evning - 19,22",18.44,19.19,0.066,0.026,21.635,22.83,0.0735,0.0475,196,2013-07-14 21:00:00
1739,"4Evning - 19,22",15.67,16.585,0.066,0.027,17.845,17.98,0.074,0.048,196,2013-07-14 22:00:00
1740,"5Night - 23,2",13.84,15.21,0.067,0.028,15.64,14.19,0.0745,0.049,196,2013-07-14 23:00:00
1741,"5Night - 23,2",12.43,14.09,0.067,0.029,15,12.32,0.0755,0.049,196,2013-07-15 00:00:00
1742,"5Night - 23,2",11.26,13.255,0.067,0.03,14.12,11.38,0.0755,0.0495,196,2013-07-15 01:00:00
1743,"5Night - 23,2",10.83,12.76,0.067,0.03,13.72,10.9,0.0765,0.05,196,2013-07-15 02:00:00
1744,"6Erly Morn - 3,6",10.55,12.545,0.068,0.031,12.59,10.35,0.0775,0.051,196,2013-07-15 03:00:00
1745,"6Erly Morn - 3,6",10.33,12.215,0.068,0.032,12.205,9.72,0.0785,0.0525,196,2013-07-15 04:00:00
1746,"6Erly Morn - 3,6",9.72,11.99,0.068,0.032,11.2,8.79,0.079,0.0525,196,2013-07-15 05:00:00
1747,"6Erly Morn - 3,6",8.51,13.3,0.069,0.033,11.455,8.15,0.0785,0.0515,196,2013-07-15 06:00:00
1748,"1Morning - 7,10",10.27,16.61,0.069,0.033,15.38,11.525,0.0775,0.0505,196,2013-07-15 07:00:00
1749,"1Morning - 7,10",11.38,20.5,0.07,0.033,20.06,16.24,0.0765,0.0485,196,2013-07-15 08:00:00
1750,"1Morning - 7,10",15.41,21.63,0.071,0.032,24.6,20.395,0.0745,0.047,196,2013-07-15 09:00:00
1751,"1Morning - 7,10",14.66,20.93,0.071,0.03,28.025,23.77,0.0735,0.046,196,2013-07-15 10:00:00
1752,"2Day - 11,14",13.87,20.7,0.071,0.028,31.495,26.23,0.072,0.0455,196,2013-07-15 11:00:00
1753,"2Day - 11,14",13.56,19.99,0.07,0.028,35.115,28.435,0.071,0.045,197,2013-07-15 12:00:00
1754,"2Day - 11,14",15.28,21.65,0.07,0.026,37.27,29.945,0.0695,0.0445,197,2013-07-15 13:00:00
1755,"2Day - 11,14",17.11,21.765,0.069,0.026,38.505,31.225,0.07,0.045,197,2013-07-15 14:00:00
1756,"3Afternoon - 15,18",13.72,20.775,0.068,0.026,38.31,32.2,0.073,0.049,197,2013-07-15 15:00:00
1757,"3Afternoon - 15,18",16.26,20.82,0.068,0.025,36.48,32.055,0.0735,0.049,197,2013-07-15 16:00:00
1758,"3Afternoon - 15,18",18.76,21.425,0.067,0.025,36.955,32.805,0.0725,0.048,197,2013-07-15 17:00:00
1759,"3Afternoon - 15,18",17.42,22.08,0.067,0.025,35.345,33.845,0.073,0.048,197,2013-07-15 18:00:00
1760,"4Evning - 19,22",16.94,21.12,0.066,0.025,32.755,32.82,0.073,0.049,197,2013-07-15 19:00:00
1761,"4Evning - 19,22",17.19,19.86,0.066,0.025,29.6,30.73,0.0735,0.049,197,2013-07-15 20:00:00
1762,"4Evning - 19,22",16.53,17.575,0.066,0.026,25.185,26.56,0.074,0.0495,197,2013-07-15 21:00:00
1763,"4Evning - 19,22",13.56,15.075,0.066,0.027,22.25,22.455,0.074,0.05,197,2013-07-15 22:00:00
1764,"5Night - 23,2",12.02,13.655,0.066,0.028,21.365,20.31,0.075,0.05,197,2013-07-15 23:00:00
1765,"5Night - 23,2",10.71,12.53,0.066,0.029,20.575,19.515,0.075,0.0505,197,2013-07-16 00:00:00
1766,"5Night - 23,2",9.56,11.635,0.067,0.03,19.16,18.385,0.075,0.0505,197,2013-07-16 01:00:00
1767,"5Night - 23,2",8.65,11.115,0.067,0.03,17.82,16.79,0.0755,0.051,197,2013-07-16 02:00:00
1768,"6Erly Morn - 3,6",8.88,11.18,0.067,0.031,16.965,15.48,0.0755,0.051,197,2013-07-16 03:00:00
1769,"6Erly Morn - 3,6",9.28,11.74,0.068,0.032,16.425,14.665,0.0765,0.0515,197,2013-07-16 04:00:00
1770,"6Erly Morn - 3,6",9.9,12.545,0.068,0.032,16.01,14.32,0.0765,0.0515,197,2013-07-16 05:00:00
1771,"6Erly Morn - 3,6",10.32,13.235,0.068,0.032,16.045,13.915,0.0765,0.052,197,2013-07-16 06:00:00
1772,"1Morning - 7,10",10.45,14.375,0.068,0.032,17.285,14.55,0.0765,0.052,197,2013-07-16 07:00:00
1773,"1Morning - 7,10",11.23,16.09,0.069,0.033,20.16,16.57,0.0765,0.0515,197,2013-07-16 08:00:00
1774,"1Morning - 7,10",12.65,18.565,0.07,0.032,23.65,19.945,0.0765,0.052,197,2013-07-16 09:00:00
1775,"1Morning - 7,10",14.78,20.515,0.07,0.031,28.37,23.375,0.077,0.0515,197,2013-07-16 10:00:00
1776,"2Day - 11,14",15.44,19.645,0.07,0.029,32.13,26.68,0.075,0.049,197,2013-07-16 11:00:00
1777,"2Day - 11,14",15.62,19.515,0.071,0.028,35.7,29.19,0.073,0.0475,198,2013-07-16 12:00:00
1778,"2Day - 11,14",14.72,19.28,0.07,0.026,38.08,30.62,0.072,0.0465,198,2013-07-16 13:00:00
1779,"2Day - 11,14",14.02,19.575,0.069,0.025,39.465,31.87,0.071,0.046,198,2013-07-16 14:00:00
1780,"3Afternoon - 15,18",15.29,19.455,0.068,0.024,39.99,33.26,0.0695,0.0455,198,2013-07-16 15:00:00
1781,"3Afternoon - 15,18",19.16,19.865,0.067,0.024,34.785,32.565,0.069,0.0445,198,2013-07-16 16:00:00
1782,"3Afternoon - 15,18",21.34,21.835,0.066,0.023,35.205,31.035,0.069,0.0445,198,2013-07-16 17:00:00
1783,"3Afternoon - 15,18",17.92,22.705,0.065,0.024,33.185,30.8,0.069,0.0445,198,2013-07-16 18:00:00
1784,"4Evning - 19,22",17.95,22.21,0.065,0.024,30.52,29.34,0.069,0.0445,198,2013-07-16 19:00:00
1785,"4Evning - 19,22",18.96,20.385,0.064,0.024,27,27.04,0.0695,0.045,198,2013-07-16 20:00:00
1786,"4Evning - 19,22",17.97,17.62,0.064,0.025,23.665,23.745,0.07,0.0455,198,2013-07-16 21:00:00
1787,"4Evning - 19,22",14.84,14.915,0.064,0.026,20.715,19.865,0.0705,0.046,198,2013-07-16 22:00:00
1788,"5Night - 23,2",12.73,13.33,0.065,0.027,19.165,17.22,0.071,0.046,198,2013-07-16 23:00:00
1789,"5Night - 23,2",11.34,12.095,0.065,0.028,18.15,15.675,0.071,0.0465,198,2013-07-17 00:00:00
1790,"5Night - 23,2",10.08,11.16,0.065,0.029,17.38,14.685,0.0715,0.047,198,2013-07-17 01:00:00
1791,"5Night - 23,2",9.48,10.57,0.065,0.03,16.865,14.44,0.0725,0.0475,198,2013-07-17 02:00:00
1792,"6Erly Morn - 3,6",9.13,10.22,0.066,0.031,16.16,13.95,0.074,0.0495,198,2013-07-17 03:00:00
1793,"6Erly Morn - 3,6",8.63,9.81,0.066,0.031,15.835,13.58,0.0755,0.0505,198,2013-07-17 04:00:00
1794,"6Erly Morn - 3,6",7.669,10.45,0.066,0.032,15.1,13.025,0.0755,0.0505,198,2013-07-17 05:00:00
1795,"6Erly Morn - 3,6",8.21,12.445,0.067,0.033,15.43,12.63,0.075,0.05,198,2013-07-17 06:00:00
1796,"1Morning - 7,10",10.23,14.995,0.067,0.033,17.98,14.665,0.074,0.048,198,2013-07-17 07:00:00
1797,"1Morning - 7,10",12.27,18.775,0.068,0.033,21.725,18.165,0.072,0.0465,198,2013-07-17 08:00:00
1798,"1Morning - 7,10",15.89,21.09,0.069,0.032,25.475,21.85,0.0705,0.045,198,2013-07-17 09:00:00
1799,"1Morning - 7,10",14.95,21.11,0.069,0.031,28.77,24.95,0.0685,0.0435,198,2013-07-17 10:00:00
1800,"2Day - 11,14",17.03,20.05,0.069,0.029,32.665,27.345,0.0675,0.0425,198,2013-07-17 11:00:00
1801,"2Day - 11,14",16.61,21.105,0.069,0.027,35.965,29.415,0.0665,0.042,199,2013-07-17 12:00:00
1802,"2Day - 11,14",16.96,22.16,0.068,0.025,38.7,31.02,0.066,0.0425,199,2013-07-17 13:00:00
1803,"2Day - 11,14",17.41,21.98,0.067,0.024,38.79,32.89,0.0655,0.0415,199,2013-07-17 14:00:00
1804,"3Afternoon - 15,18",17.25,22.04,0.066,0.024,37.36,33.055,0.0645,0.042,199,2013-07-17 15:00:00
1805,"3Afternoon - 15,18",20.93,21.385,0.065,0.024,36.535,32.585,0.064,0.0415,199,2013-07-17 16:00:00
1806,"3Afternoon - 15,18",25.1,23.32,0.064,0.023,34.19,31.235,0.064,0.042,199,2013-07-17 17:00:00
1807,"3Afternoon - 15,18",22.24,24.425,0.064,0.023,32.235,30.36,0.0645,0.0425,199,2013-07-17 18:00:00
1808,"4Evning - 19,22",20.81,24.68,0.063,0.023,29.175,28.6,0.0645,0.043,199,2013-07-17 19:00:00
1809,"4Evning - 19,22",23.1,23.8,0.063,0.024,26.34,26.39,0.0655,0.0435,199,2013-07-17 20:00:00
1810,"4Evning - 19,22",21.55,20.76,0.062,0.025,22.63,23.1,0.0655,0.044,199,2013-07-17 21:00:00
1811,"4Evning - 19,22",17.87,17.98,0.063,0.025,19.805,18.815,0.066,0.0445,199,2013-07-17 22:00:00
1812,"5Night - 23,2",15.26,16.23,0.063,0.027,18.37,16.13,0.0665,0.0445,199,2013-07-17 23:00:00
1813,"5Night - 23,2",13.89,15.005,0.063,0.028,18.27,15.28,0.067,0.045,199,2013-07-18 00:00:00
1814,"5Night - 23,2",12.87,14.06,0.063,0.028,17.225,14.92,0.0675,0.0455,199,2013-07-18 01:00:00
1815,"5Night - 23,2",12,13.315,0.064,0.03,16.025,13.62,0.068,0.046,199,2013-07-18 02:00:00
1816,"6Erly Morn - 3,6",11.22,12.67,0.064,0.03,15.595,12.815,0.069,0.0475,199,2013-07-18 03:00:00
1817,"6Erly Morn - 3,6",10.48,12.06,0.065,0.031,15.015,12.38,0.0705,0.048,199,2013-07-18 04:00:00
1818,"6Erly Morn - 3,6",9.44,11.635,0.064,0.032,14.7,11.91,0.071,0.0485,199,2013-07-18 05:00:00
1819,"6Erly Morn - 3,6",7.449,12.71,0.065,0.032,14.955,11.85,0.0705,0.0485,199,2013-07-18 06:00:00
1820,"1Morning - 7,10",7.835,16.76,0.066,0.033,18.115,14.325,0.07,0.047,199,2013-07-18 07:00:00
1821,"1Morning - 7,10",13.19,21.14,0.066,0.033,20.59,17.695,0.0685,0.0455,199,2013-07-18 08:00:00
1822,"1Morning - 7,10",14.92,22.69,0.067,0.032,25.31,21.13,0.067,0.044,199,2013-07-18 09:00:00
1823,"1Morning - 7,10",19.17,22.925,0.067,0.03,29.385,25.215,0.0655,0.0425,199,2013-07-18 10:00:00
1824,"2Day - 11,14",19.85,25.905,0.067,0.028,33.075,27.595,0.0645,0.042,199,2013-07-18 11:00:00
1825,"2Day - 11,14",20.17,27.855,0.067,0.026,36.505,29.69,0.063,0.0415,200,2013-07-18 12:00:00
1826,"2Day - 11,14",23.48,28.055,0.066,0.025,37.675,30.92,0.063,0.042,200,2013-07-18 13:00:00
1827,"2Day - 11,14",20.44,25.72,0.064,0.024,39.45,32.065,0.0625,0.0415,200,2013-07-18 14:00:00
1828,"3Afternoon - 15,18",21.55,26.075,0.064,0.023,39.39,33.21,0.062,0.0415,200,2013-07-18 15:00:00
1829,"3Afternoon - 15,18",24.04,24.67,0.063,0.023,38.06,33.035,0.0625,0.041,200,2013-07-18 16:00:00
1830,"3Afternoon - 15,18",27.43,24.265,0.062,0.023,37.365,33.455,0.062,0.0415,200,2013-07-18 17:00:00
1831,"3Afternoon - 15,18",24.67,25.625,0.062,0.023,34.02,31.7,0.0625,0.0415,200,2013-07-18 18:00:00
1832,"4Evning - 19,22",23.29,25.79,0.061,0.023,30.72,29.81,0.0625,0.042,200,2013-07-18 19:00:00
1833,"4Evning - 19,22",23.63,24.435,0.061,0.024,27.305,27.435,0.0635,0.043,200,2013-07-18 20:00:00
1834,"4Evning - 19,22",21.93,21.33,0.061,0.025,23.47,23.97,0.0635,0.043,200,2013-07-18 21:00:00
1835,"4Evning - 19,22",18.32,18.72,0.061,0.026,20.35,19.545,0.064,0.043,200,2013-07-18 22:00:00
1836,"5Night - 23,2",16.12,17.14,0.061,0.027,18.685,16.41,0.0645,0.044,200,2013-07-18 23:00:00
1837,"5Night - 23,2",14.64,16.145,0.061,0.028,17.55,14.685,0.065,0.044,200,2013-07-19 00:00:00
1838,"5Night - 23,2",13.93,15.57,0.062,0.028,16.71,13.565,0.0655,0.0445,200,2013-07-19 01:00:00
1839,"5Night - 23,2",13.62,15.265,0.062,0.029,15.86,12.71,0.0665,0.0455,200,2013-07-19 02:00:00
1840,"6Erly Morn - 3,6",13.95,15.2,0.062,0.03,15.155,11.94,0.0675,0.047,200,2013-07-19 03:00:00
1841,"6Erly Morn - 3,6",13.85,14.87,0.063,0.031,14.635,11.44,0.069,0.0475,200,2013-07-19 04:00:00
1842,"6Erly Morn - 3,6",13.03,14.44,0.063,0.031,14.095,10.94,0.0695,0.048,200,2013-07-19 05:00:00
1843,"6Erly Morn - 3,6",10.9,15.605,0.063,0.032,14.42,10.93,0.069,0.0475,200,2013-07-19 06:00:00
1844,"1Morning - 7,10",11.85,19.765,0.064,0.033,18.01,14.305,0.0685,0.047,200,2013-07-19 07:00:00
1845,"1Morning - 7,10",15.6,23.215,0.065,0.033,23.345,19.46,0.067,0.045,200,2013-07-19 08:00:00
1846,"1Morning - 7,10",19.17,24.025,0.065,0.031,27.38,24.11,0.0655,0.0435,200,2013-07-19 09:00:00
1847,"1Morning - 7,10",21.08,24.775,0.065,0.028,31,27.07,0.0635,0.042,200,2013-07-19 10:00:00
1848,"2Day - 11,14",21.67,26.66,0.065,0.026,34.18,28.8,0.063,0.0415,200,2013-07-19 11:00:00
1849,"2Day - 11,14",21.69,28.01,0.064,0.025,36.84,30.24,0.0615,0.041,201,2013-07-19 12:00:00
1850,"2Day - 11,14",22.66,28.81,0.063,0.023,38.73,30.93,0.0615,0.041,201,2013-07-19 13:00:00
1851,"2Day - 11,14",23.78,29.305,0.062,0.022,39.43,31.7,0.061,0.0405,201,2013-07-19 14:00:00
1852,"3Afternoon - 15,18",24.3,29.345,0.061,0.022,39.295,32.37,0.0605,0.041,201,2013-07-19 15:00:00
1853,"3Afternoon - 15,18",27.7,28.885,0.06,0.022,38.805,32.68,0.061,0.0405,201,2013-07-19 16:00:00
1854,"3Afternoon - 15,18",32.26,28.685,0.06,0.021,36.82,32.665,0.0605,0.041,201,2013-07-19 17:00:00
1855,"3Afternoon - 15,18",30.41,29.65,0.059,0.021,34.845,32.05,0.061,0.041,201,2013-07-19 18:00:00
1856,"4Evning - 19,22",27.91,28.3,0.058,0.021,31.52,30.95,0.0615,0.042,201,2013-07-19 19:00:00
1857,"4Evning - 19,22",28.57,28.305,0.058,0.022,27.44,28.23,0.062,0.042,201,2013-07-19 20:00:00
1858,"4Evning - 19,22",26.26,24.325,0.058,0.022,23.305,23.87,0.062,0.042,201,2013-07-19 21:00:00
1859,"4Evning - 19,22",21.66,21,0.058,0.024,20.58,19.605,0.0625,0.0425,201,2013-07-19 22:00:00
1860,"5Night - 23,2",18.85,18.905,0.058,0.025,19.265,17.12,0.063,0.043,201,2013-07-19 23:00:00
1861,"5Night - 23,2",16.64,17.385,0.059,0.026,20.17,17.285,0.063,0.043,201,2013-07-20 00:00:00
1862,"5Night - 23,2",16.65,17.17,0.059,0.027,20.535,18.3,0.064,0.0435,201,2013-07-20 01:00:00
1863,"5Night - 23,2",16.27,16.44,0.059,0.028,19.665,18.48,0.0645,0.0445,201,2013-07-20 02:00:00
1864,"6Erly Morn - 3,6",14.38,15.3,0.06,0.028,17.97,16.82,0.066,0.0455,201,2013-07-20 03:00:00
1865,"6Erly Morn - 3,6",14.15,15.56,0.06,0.029,18.15,16.265,0.0665,0.0465,201,2013-07-20 04:00:00
1866,"6Erly Morn - 3,6",15.29,16.045,0.06,0.03,18.68,16.89,0.068,0.047,201,2013-07-20 05:00:00
1867,"6Erly Morn - 3,6",14.34,17.295,0.061,0.03,18.52,17.175,0.067,0.0465,201,2013-07-20 06:00:00
1868,"1Morning - 7,10",15.27,20.435,0.061,0.031,19.05,17.73,0.066,0.045,201,2013-07-20 07:00:00
1869,"1Morning - 7,10",16.36,22.43,0.062,0.031,19.44,18.155,0.0645,0.044,201,2013-07-20 08:00:00
1870,"1Morning - 7,10",16.23,22.11,0.062,0.029,20.325,18.5,0.0635,0.0425,201,2013-07-20 09:00:00
1871,"1Morning - 7,10",16.76,21.905,0.062,0.028,21.73,19.52,0.062,0.041,201,2013-07-20 10:00:00
1872,"2Day - 11,14",14.95,23.76,0.062,0.026,22.87,20.79,0.0605,0.0405,201,2013-07-20 11:00:00
1873,"2Day - 11,14",16.58,23.595,0.062,0.024,23.05,20.905,0.06,0.04,202,2013-07-20 12:00:00
1874,"2Day - 11,14",19.17,24.225,0.061,0.023,24.825,21.87,0.059,0.0395,202,2013-07-20 13:00:00
1875,"2Day - 11,14",21.95,25.56,0.06,0.022,26.45,23.235,0.0585,0.039,202,2013-07-20 14:00:00
1876,"3Afternoon - 15,18",22.23,24.905,0.059,0.022,26.64,23.79,0.058,0.039,202,2013-07-20 15:00:00
1877,"3Afternoon - 15,18",21.87,25.02,0.058,0.022,25.215,23.165,0.058,0.039,202,2013-07-20 16:00:00
1878,"3Afternoon - 15,18",24.5,25.22,0.058,0.022,24.765,22.61,0.058,0.039,202,2013-07-20 17:00:00
1879,"3Afternoon - 15,18",26.38,25.395,0.057,0.022,23.79,21.965,0.0585,0.0395,202,2013-07-20 18:00:00
